FACILITY_ID_NUMBER,FACILITY_NAME,LATITUDE,LONGITUDE,ZONE,REGION,COUNCIL,COMMON FACILITY HEALTH NAME,ALTITUDE,FACILITY TYPE,OWNERSHIP,OPERATING_STATUS
104834-7,MICO TABATA KIMANGA,-6.826223,39.205369,Eastern,Dar es Salaam,Ilala Municipal Council,Mico Charitable Kimanga Darajani,,Dispensary,Private,Operating
104835-4,MICO DARAJANI,-6.81753,39.23931,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Darajani,28,Dispensary,Private,Operating
104839-6,MICO FARASI,-6.81386,39.2292,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Mabibo Farasi,22,Dispensary,Faith based organization,Operating
104840-4,MICO GONGO LA MBOTO,-6.883199,39.155572,Eastern,Dar es Salaam,Ilala Municipal Council,MICO Gongo la Mboto,,Dispensary,Private,Operating
104846-1,MUZDALFAH KIWALANI,-6.8665,39.22664,Eastern,Dar es Salaam,Ilala Municipal Council,Kwa Dr. Mbilinyi,,Dispensary,Private,Operating
104851-1,MICO MANZESE,-6.80034,39.23896,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO MANZESE,32,Dispensary,Faith based organization,Operating
104852-9,MICO MARS,-6.79044,39.27216,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Mars,12,Dispensary,Private,Operating
104854-5,MICO MKWAJUNI,-6.796159,39.264482,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Mkwajuni,,Dispensary,Faith based organization,Operating
104855-2,MICO MTONI,-6.868397,39.275701,Eastern,Dar es Salaam,Temeke Municipal Council,,,Dispensary,Private,Operating
104858-6,NIGHTINGALE (MICCO),-6.844738,39.192009,Eastern,Dar es Salaam,Ilala Municipal Council,Nightngale Micco Dispensary,,Dispensary,Private,Operating
104860-2,MICO SALASALA,-6.69952,39.19725,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Salasala,70,Dispensary,Faith based organization,Operating
104863-6,MICO TANDALE,-6.79633,39.233562,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Tandale,37,Dispensary,Private,Operating
104866-9,MICO YOMBO VITUKA,-6.87283,39.24321,Eastern,Dar es Salaam,Temeke Municipal Council,MICO,22,Dispensary,Private,Operating
104867-7,MICO KILIMANJARO MILLENIUM,-6.83534,39.2074,Eastern,Dar es Salaam,Ilala Municipal Council,,,Dispensary,Private,Operating
104868-5,MICO NDUGUMBI,-6.800338,39.238964,Eastern,Dar es Salaam,Kinondoni Municipal Council,MICO Ndugumbi,33,Dispensary,Faith based organization,Operating
104870-1,MIDTRUST,-4.888666,38.29147,Northern,Tanga,Korogwe District Council,,,Dispensary,Private,Operating
104871-9,MIFULU,-6.9773,37.7477,Eastern,Morogoro,Morogoro District Council,,,Dispensary,Public,Operating
104872-7,MIGAMBO,,,Northern,Tanga,Lushoto District Council,,,Dispensary,Public,Operating
104873-5,MIGANGA,-6.426069,36.042921,Central,Dodoma,Chamwino District Council,Miganga,952,Dispensary,Public,Operating
104874-3,MIGANGA,-4.20387,34.713,Central,Singida,Mkalama District Council,,,Dispensary,Public,Operating
104875-0,MIGATO,-2.98564,34.31953,Western,Simiyu,Itilima District Council,,1397,Dispensary,Public,Operating
104876-8,MIGEREGERE,-8.82496,39.2308,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
104877-6,MIGONGO,-4.24905,30.07818,Western,Kigoma,Buhigwe District Council,Migongo Dispensary,1274,Dispensary,Public,Operating
104879-2,MIGORI,-7.16154,35.76878,Southern Highlands,Iringa,Iringa District Council,,716,Dispensary,Public,Operating
104881-8,MIGUNGA,-3.7073,33.86454,Western,Shinyanga,Kishapu District Council,MIGUNGA,1110,Dispensary,Public,Operating
104883-4,MIGUNGUMALO,-4.95368,32.52642,Western,Tabora,Uyui District Council,Migungumalo,1200,Dispensary,Public,Operating
104884-2,MIGURUWE,-8.84775,38.8433,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
104885-9,MIGUWA,-4.20845,33.3028,Western,Tabora,Nzega District Council,Miguwa Dispensary,1228,Dispensary,Public,Operating
104886-7,MIHALE,-2.01715,34.0341,Lake,Mara,Bunda District Council,Mihale,1213,Dispensary,Public,Operating
104887-5,MIHAMA AICT,-3.91918,33.97098,Western,Shinyanga,Kishapu District Council,Mihama A1CT,,Dispensary,Faith based organization,Operating
104888-3,MIHAMBWE,-10.82111,39.80091,Southern,Mtwara,Tandahimba District Council,Mihambwe,237,Dispensary,Public,Operating
104889-1,MIHIMA,-10.24441,39.13855,Southern,Lindi,Lindi District Council,Mihima,541,Dispensary,Public,Operating
104890-9,MIHIMA,-10.51967,38.67662,Southern,Mtwara,Masasi District Council,Mhima,338,Dispensary,Public,Operating
104892-5,MIHUGA,-6.11034,38.2971,Eastern,Pwani,Bagamoyo District Council,Mihuga Disp,328,Dispensary,Public,Operating
104893-3,MIHUMO,-9.96667,38.3333,Southern,Lindi,Liwale District Council,,510,Dispensary,Public,Operating
104894-1,MIJELEJELE,-10.80844,39.01753,Southern,Mtwara,Masasi District Council,Mijelejele,305,Dispensary,Public,Operating
104895-8,MIKALANGA,-11.14476,34.83812,Southern,Ruvuma,Mbinga District Council,Mikalanga Dispensary,1579,Dispensary,Faith based organization,Operating
104896-6,MIKANGAULA,-10.848463,38.629271,Southern,Mtwara,Nanyumbu District Council,Mikangaula,330,Dispensary,Public,Operating
104897-4,MIKANJUNI,-5.09531,39.10649,Northern,Tanga,Tanga City Council,Mikanjuni Health Center,10,Health Centre,Public,Operating
104898-2,MIKESE,-6.76781,37.90686,Eastern,Morogoro,Morogoro District Council,mikese,402,Dispensary,Public,Operating
104899-0,MIKINDANI,-10.285479,40.196662,Southern,Mtwara,Mtwara Municipal Council,Mkindani Health Centre,8,Health Centre,Public,Operating
104903-0,MIKOCHENI,-3.59359,37.38903,Northern,Kilimanjaro,Moshi District Council,,706,Dispensary,Public,Operating
104905-5,MIKOMA,-9.20457,39.6081,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
104909-7,MIKONGO,-9.548629,35.112605,Southern Highlands,Njombe,Njombe Town Council,Mikongo dispensary,1725,Dispensary,Public,Operating
104910-5,MIKONI,-1.54217,31.5863,Lake,Kagera,Bukoba District Council,Rutete,1297,Dispensary,Public,Operating
104911-3,MIKONKO,-8.32679,31.46399,Southern Highlands,Rukwa,Kalambo District Council,Mikonko,1700,Dispensary,Public,Operating
104912-1,MIKUMBI,-10.5627,39.175,Southern,Mtwara,Newala District Council,Mikumbi,802,Dispensary,Public,Operating
104913-9,MIKUMI,-7.41552,36.97,Eastern,Morogoro,Kilosa District Council,Mikumi Dispensary,,Dispensary,Public,Operating
104914-7,MIKUMI CVM,,,Eastern,Morogoro,Kilosa District Council,,,Dispensary,Public,Operating
104915-4,MIKUMI MISSION,-7.40389,36.9772,Eastern,Morogoro,Kilosa District Council,Mikumi Mission,,Hospital,Faith based organization,Operating
104916-2,MIKUMI MSIMBA,,,Eastern,Morogoro,Kilosa District Council,,,Dispensary,Public,Operating
104917-0,MIKUMI NATIONAL PARK,,,Eastern,Morogoro,Kilosa District Council,Mikumi Hifadhi,,Dispensary,Parastatal,Operating
104918-8,MIKUNYA,,,Southern,Lindi,Liwale District Council,,,Dispensary,Public,Operating
104920-4,MIKUVA,-10.872349,38.728338,Southern,Mtwara,Nanyumbu District Council,,345,Dispensary,Public,Operating
104921-2,MIKWAMBE,-6.924836,39.340178,Eastern,Dar es Salaam,Temeke Municipal Council,Mikwambe Dispensary,79,Dispensary,Public,Operating
104922-0,MILALA,-6.31851,31.01587,Southern Highlands,Katavi,Mpanda District Council,Milala Dispensary,1138,Dispensary,Public,Operating
104923-8,MILALA RC,-6.30556,31.02929,Southern Highlands,Katavi,Mpanda District Council,St. Theresia Milala,,Dispensary,Faith based organization,Operating
104925-3,MILAMA MISSION,-6.36968,37.44599,Eastern,Morogoro,Mvomero District Council,Milama Mission,,Health Centre,Faith based organization,Operating
104926-1,MILAMBO ITOBO,-4.77786,32.8967,Western,Tabora,Nzega District Council,Mirambo Itobo Dispensary,1215,Dispensary,Public,Operating
104927-9,MILEPA,-8.07651,31.9341,Southern Highlands,Rukwa,Sumbawanga District Council,,,Health Centre,Public,Operating
104928-7,MILINGANO,-4.72056,38.59908,Northern,Tanga,Bumbuli District Council,Milingano,513,Dispensary,Public,Operating
104931-1,MILO,-9.87956,34.63704,Southern Highlands,Njombe,Ludewa District Council,St. Lukes,2093,Hospital,Faith based organization,Operating
104933-7,MILOLA,-9.95189,39.32595,Southern,Lindi,Lindi District Council,Milola,321,Dispensary,Public,Operating
104935-2,MILONJI,-11.07451,36.13176,Southern,Ruvuma,Namtumbo District Council,Milonji,798,Dispensary,Public,Operating
104936-0,MILUMBA,-7.09772,31.073,Southern Highlands,Katavi,Mlele District Council,Murumba Dispensary,,Dispensary,Public,Operating
104937-8,MILUNDIKWA,-7.69807,31.35225,Southern Highlands,Rukwa,Nkasi District Council,Milundikwa,,Dispensary,Public,Operating
104938-6,MILYUNGU,-3.20078,33.19583,Lake,Mwanza,Kwimba District Council,Milyungu,1188,Dispensary,Public,Operating
104939-4,MIMA,-6.54986,36.12778,Central,Dodoma,Mpwapwa District Council,,914,Dispensary,Public,Operating
104940-2,MINAKI,-6.90017,39.12646,Eastern,Pwani,Kisarawe District Council,inaki,0,Dispensary,Public,Operating
104941-0,MINDOLA,-5.886872,35.53162,Central,Dodoma,Bahi District Council,Mindola,3,Dispensary,Public,Operating
104942-8,MINDU,-10.82527,37.77089,Southern,Ruvuma,Tunduru District Council,Mindu,536,Dispensary,Public,Operating
104943-6,MINDU,-5.27828,38.82294,Northern,Tanga,Muheza District Council,Mindu,242,Dispensary,Faith based organization,Operating
104944-4,MINGELA,-4.11277,34.14346,Central,Singida,Iramba District Council,Mingela,1068,Dispensary,Public,Operating
104945-1,MINGOYO,-10.097224,39.624851,Southern,Lindi,Lindi Municipal Council,Mnazi Mmoja,9,Dispensary,Public,Operating
104946-9,MINGUMBI,-8.52186,39.1745,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
104948-5,MINJINGU,-3.70156,35.92848,Northern,Manyara,Babati District Council,Minjingu,1023,Dispensary,Public,Operating
104949-3,MINYANDA,-3.46549,34.14326,Western,Simiyu,Meatu District Council,,1195,Dispensary,Public,Operating
104950-1,MINYEMBE,-10.422275,40.185761,Southern,Mtwara,Mtwara District Council,Minyembe Dispensary,351,Dispensary,Public,Operating
104951-9,MINYINYA,-3.54475,30.66137,Western,Kigoma,Kibondo District Council,Minyinya Dispensary,4404,Dispensary,Public,Operating
104952-7,MINYUGHE,-4.97357,34.53825,Central,Singida,Ikungi District Council,Minyughe,,Dispensary,Public,Operating
104953-5,MINZIRO,-1.03923,31.54313,Lake,Kagera,Missenyi District Council,minziro,1222,Dispensary,Public,Operating
104954-3,MIOMBO,-7.38774,31.0509,Southern Highlands,Rukwa,Nkasi District Council,Miombo,,Dispensary,Public,Operating
104955-0,MIONO,-6.07177,38.2471,Eastern,Pwani,Bagamoyo District Council,Miono H/C,318,Health Centre,Public,Operating
104956-8,MIPA,-3.40407,33.47038,Western,Shinyanga,Kishapu District Council,mipa,1228,Dispensary,Public,Operating
104958-4,MIPA RC,-3.39355,33.47664,Western,Shinyanga,Kishapu District Council,MIPA RC,1221,Dispensary,Faith based organization,Operating
104959-2,MIPINGO,-9.629802,39.415926,Southern,Lindi,Lindi District Council,Mipingo,,Dispensary,Public,Operating
104961-8,MIRAMBO MILITARY,-4.99072,32.7978,Western,Tabora,Tabora Municipal Council,Morambo Barracks,,Hospital,Public,Operating
104962-6,MIREMBE,-6.18005,35.7288,Central,Dodoma,Dodoma Municipal Council,,,Hospital,Public,Operating
104963-4,MIRERANI UHC,-3.57483,36.97611,Northern,Manyara,Simanjiro District Council,Mirerani UHC,942,Health Centre,Public,Operating
104966-7,MIRUI,-9.77965,38.7167,Southern,Lindi,Liwale District Council,,309,Dispensary,Public,Operating
104968-3,MIRWA,-1.76963,34.14423,Lake,Mara,Butiama District Council,,1350,Dispensary,Public,Operating
104970-9,MISALAI,-5.02298,38.63646,Northern,Tanga,Muheza District Council,Misalai,1027,Dispensary,Public,Operating
104971-7,MISASI,-3.01429,33.08727,Lake,Mwanza,Misungwi District Council,Misasi,1161,Health Centre,Public,Operating
104972-5,MISECHELA,-11.17102,37.69028,Southern,Ruvuma,Tunduru District Council,Misechela,448,Dispensary,Public,Operating
104974-1,MISHAMO,-5.6141,30.48113,Southern Highlands,Katavi,Mpanda District Council,Mishamo,1289,Health Centre,Public,Operating
104975-8,MISHEPO,-3.67801,33.22305,Western,Shinyanga,Shinyanga District Council,Mishepo dispensary,1264,Dispensary,Public,Operating
104976-6,MISIGIRI,-4.39198,34.3434,Central,Singida,Iramba District Council,,,Dispensary,Public,Operating
104978-2,MISIMA,-5.33109,38.111903,Northern,Tanga,Handeni District Council,misima,600,Dispensary,Public,Operating
104979-0,MISINKO,-4.63856,34.75588,Central,Singida,Singida District Council,Misinko,,Dispensary,Public,Operating
104981-6,MISITU,-8.41238,35.21555,Southern Highlands,Iringa,Mafinga Town Council,Msitu,,Dispensary,Public,Operating
104983-2,MISOZWE,-5.0634,38.77895,Northern,Tanga,Muheza District Council,Misozwe,242,Dispensary,Public,Operating
104984-0,MISSION MBAGALA,-6.905065,39.271428,Eastern,Dar es Salaam,Temeke Municipal Council,SAFINA Mission Mbagala Dispensary,63,Dispensary,Faith based organization,Operating
104985-7,MIKOCHENI,-6.7731,39.254979,Eastern,Dar es Salaam,Kinondoni Municipal Council,Mission Mikocheni,19,Hospital,Private,Operating
104988-1,MISUGHAA,-5.05484,35.02558,Central,Singida,Ikungi District Council,Misughaa,1275,Dispensary,Public,Operating
104990-7,MISUNGWI,-2.84748,33.09533,Lake,Mwanza,Misungwi District Council,Misungwi,1172,Hospital,Public,Operating
104991-5,MISWAKI,-4.85528,33.74276,Western,Tabora,Uyui District Council,,4744,Dispensary,Public,Operating
104992-3,MISWAKI,-2.57921,33.80434,Western,Simiyu,Bariadi District Council,,1190,Dispensary,Public,Operating
104993-1,MISWE,-6.60985,38.7986,Eastern,Pwani,Kibaha Town Council,Miswe,72,Dispensary,Public,Operating
104994-9,MISYAJE,-11.24888,36.88445,Southern,Ruvuma,Tunduru District Council,Misyaje,667,Dispensary,Public,Operating
104995-6,MITAWA,-11.13266,34.90985,Southern,Ruvuma,Mbinga District Council,Mitawa Dispensary,1561,Dispensary,Public,Operating
104996-4,MITEJA,-8.59549,39.2567,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
104997-2,MITESA,-10.8939,39.1636,Southern,Mtwara,Masasi District Council,,,Dispensary,Public,Operating
104998-0,MITITI,-8.72219,31.9629,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
104999-8,MITOBO,-2.90257,34.12763,Western,Simiyu,Itilima District Council,Mitobo,1358,Dispensary,Public,Operating
105000-4,MITOLE,-8.78197,39.0258,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
105001-2,MITOMONI,-11.54774,35.4226,Southern,Ruvuma,Nyasa District Council,Mitomoni Dispensary,581,Dispensary,Public,Operating
105002-0,MITOWO,-5.49435,32.6209,Western,Tabora,Sikonge District Council,Mitowo Dispensary,1163,Dispensary,Public,Operating
105003-8,MITUME MISSION,,,Eastern,Dar es Salaam,Temeke Municipal Council,Appostles of Jesus,,Dispensary,Private,Operating
105004-6,MITUNDU,-5.86024,34.60664,Central,Singida,Manyoni District Council,,,Dispensary,Public,Operating
105005-3,MITUNDU RC MISION,-6.01696,34.05527,Central,Singida,Manyoni District Council,,,Dispensary,Faith based organization,Operating
105006-1,MITWERO,-9.91776,39.72562,Southern,Lindi,Lindi Municipal Council,Mitwero Dispensary,110,Dispensary,Public,Operating
105007-9,MITWERO FFU,,,Southern,Lindi,Lindi Municipal Council,,,Dispensary,Public,Operating
105008-7,MITWIGU,-5.73482,32.7021,Western,Tabora,Sikonge District Council,Mitwigu,1119,Dispensary,Public,Operating
105010-3,MIVA,-9.647022,34.790428,Southern Highlands,Njombe,Njombe Town Council,Miva Dispensary,1876,Dispensary,Public,Operating
105011-1,MIVANGA,-10.6795,39.6425,Southern,Mtwara,Tandahimba District Council,Mivanga Dispensary,310,Dispensary,Public,Operating
105013-7,MIVUMONI,-5.31145,38.90773,Northern,Tanga,Pangani District Council,,,Dispensary,Faith based organization,Operating
105015-2,MIYENZE,-5.14541,33.49712,Western,Tabora,Uyui District Council,Miyenze,1235,Dispensary,Public,Operating
105016-0,MIYUNGA,-8.8426,32.278627,Southern Highlands,Mbeya,Momba District Council,Myunga,1389,Dispensary,Public,Operating
105018-6,MIZAMBARAUNI,-6.87732,39.1684,Eastern,Dar es Salaam,Ilala Municipal Council,,,Dispensary,Private,Operating
105019-4,MIZANZA,-4.542843,33.540164,Western,Tabora,Igunga District Council,Mizanza Dispensary,1227,Dispensary,Public,Operating
105023-6,MJELE,-8.718833,33.116543,Southern Highlands,Mbeya,Mbeya District Council,Mjele,1006,Dispensary,Public,Operating
105024-4,MJESANI,-5.02812,38.88301,Northern,Tanga,Mkinga District Council,Mjesani Health Centre,128,Health Centre,Public,Operating
105025-1,MJI MPYA,-6.81886,37.6675,Eastern,Morogoro,Morogoro Municipal Council,,502,Dispensary,Public,Operating
105026-9,MJI MWEMA,-3.3748,36.8499,Northern,Arusha,Meru District Council,,1167,Dispensary,Private,Operating
105027-7,MJI MPYA,-3.35768,37.35897,Northern,Kilimanjaro,Moshi Municipal Council,Mji mpyA,797,Dispensary,Public,Operating
105028-5,MJI MWEMA,-10.66459,35.62539,Southern,Ruvuma,Songea Municipal Council,Mjimwema,1101,Health Centre,Public,Operating
105029-3,MJI MWEMA,-6.85759,39.3538,Eastern,Dar es Salaam,Temeke Municipal Council,Mjimwema Dispensary,24,Dispensary,Public,Operating
105030-1,MJI MWEMA,-9.376049,34.796057,Southern Highlands,Njombe,Njombe Town Council,Mjimwema Dispensary,,Dispensary,Public,Operating
105032-7,MJUGHUDA,-4.56715,34.98305,Central,Singida,Singida District Council,Mjughuda,,Health Centre,Public,Operating
105033-5,MK,-8.915195,33.477401,Southern Highlands,Mbeya,Mbeya City Council,MK,1744,Dispensary,Private,Operating
105034-3,MKABOGO,-4.671123,29.766724,Western,Kigoma,Kigoma District Council,Mkabogo Dispensary,,Dispensary,Public,Operating
105036-8,MKAKO,-10.74962,35.14709,Southern,Ruvuma,Mbinga District Council,Mkako Dispensary,958,Dispensary,Public,Operating
105037-6,MKALAMA,-3.46737,37.2612,Northern,Kilimanjaro,Hai District Council,,,Dispensary,Public,Operating
105038-4,MKALAMA,-4.11442,34.6431,Central,Singida,Mkalama District Council,,,Health Centre,Public,Operating
105039-2,MKALAMO,-4.986436,38.114386,Northern,Tanga,Korogwe District Council,MKALAMO,489,Dispensary,Public,Operating
105040-0,MKALAMO,-5.80368,38.66722,Northern,Tanga,Pangani District Council,,95,Dispensary,Public,Operating
105043-4,MKALI,-11.1324,34.68956,Southern,Ruvuma,Nyasa District Council,Mkali Dispensary,522,Dispensary,Public,Operating
105044-2,MKAMBA,-7.4713,31.41015,Southern Highlands,Rukwa,Sumbawanga District Council,,874,Dispensary,Public,Operating
105045-9,MKAMBA,,,Eastern,Morogoro,Kilombero District Council,Mkamba H/C,,Health Centre,Public,Operating
105046-7,MKAMBA,-7.032257,39.440514,Eastern,Dar es Salaam,Temeke Municipal Council,,50,Dispensary,Public,Operating
105047-5,MKAMBA,-7.39424,38.9757,Eastern,Pwani,Mkuranga District Council,,127,Health Centre,Public,Operating
105048-3,MKAMBARANI,-6.77339,37.81988,Eastern,Morogoro,Morogoro District Council,Mkambarani,456,Dispensary,Public,Operating
105050-9,MKANANA,-6.34305,36.1422,Central,Dodoma,Mpwapwa District Council,,1691,Dispensary,Public,Operating
105051-7,MKANGA II,-10.21579,39.3537,Southern,Lindi,Lindi District Council,Mkanga,323,Dispensary,Public,Operating
105052-5,MKANGAWALO,,,Eastern,Morogoro,Kilombero District Council,,,Dispensary,Public,Operating
105053-3,MKANGE,-6.04375,38.3372,Eastern,Pwani,Bagamoyo District Council,,271,Dispensary,Public,Operating
105056-6,MKANYAGENI,-5.14057,38.86968,Northern,Tanga,Muheza District Council,,173,Dispensary,Public,Operating
105057-4,MKAPA,-10.69309,37.05777,Southern,Ruvuma,Tunduru District Council,Jakika Disp,590,Dispensary,Public,Operating
105058-2,MKARANGO,-8.58333,38.9667,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
105059-0,MKASALE,-11.13902,37.52501,Southern,Ruvuma,Tunduru District Council,Mkasale HC,502,Health Centre,Public,Operating
105060-8,MKATA,-5.783206,38.296997,Northern,Tanga,Handeni District Council,Mkata,414,Health Centre,Public,Operating
